image,latency_ms
n01694178_999.JPEG,1043.529
n01729322_10113.JPEG,1038.305
n01729322_2358.JPEG,1016.302
n01729322_7035.JPEG,1021.038
n01729322_7119.JPEG,1023.977
n01742172_10565.JPEG,1019.020
n01742172_1270.JPEG,1005.192
n01742172_1307.JPEG,1011.213
n01742172_1309.JPEG,1004.877
n01742172_1543.JPEG,1011.769
n01742172_1688.JPEG,1010.579
n01742172_17103.JPEG,1022.537
n01742172_1713.JPEG,1024.871
n01742172_1740.JPEG,1036.376
n01742172_1842.JPEG,1019.237
n01742172_2074.JPEG,1029.652
n01742172_21585.JPEG,1005.332
n01742172_21614.JPEG,1023.376
n01742172_21789.JPEG,1029.275
n01742172_21901.JPEG,1025.106
n01742172_22357.JPEG,1038.064
n01742172_23665.JPEG,1011.803
n01742172_2378.JPEG,1043.471
n01742172_24820.JPEG,1001.798
n01742172_27602.JPEG,1025.224
n01742172_2815.JPEG,1015.646
n01742172_29106.JPEG,1039.390
n01742172_2939.JPEG,999.119
n01742172_30324.JPEG,1021.467
n01742172_3037.JPEG,1011.179
n01742172_305.JPEG,1011.731
n01742172_3927.JPEG,1014.705
n01742172_3944.JPEG,1021.828
n01742172_4176.JPEG,1020.917
n01742172_4208.JPEG,1022.605
n01742172_4258.JPEG,1032.784
n01742172_4285.JPEG,1009.709
n01742172_4635.JPEG,1028.228
n01742172_4846.JPEG,1011.628
n01742172_4912.JPEG,1198.121
n01742172_5028.JPEG,1011.551
n01742172_5086.JPEG,1039.793
n01742172_5419.JPEG,1015.008
n01742172_5517.JPEG,1027.850
n01742172_6567.JPEG,1032.347
n01742172_6638.JPEG,1026.614
n01742172_6777.JPEG,1035.939
n01742172_7306.JPEG,1018.790
n01742172_760.JPEG,1016.576
n01742172_8412.JPEG,1004.138
n01742172_8447.JPEG,1000.752
n01742172_8697.JPEG,1019.722
n01742172_8887.JPEG,1022.946
n01742172_9230.JPEG,1005.896
n01742172_9446.JPEG,1025.084
n01744401_11646.JPEG,1004.836
n01744401_12113.JPEG,1016.177
n01744401_12140.JPEG,1011.263
n01744401_14.JPEG,1016.442
n01744401_14224.JPEG,1019.932
n01744401_2313.JPEG,1022.483
n01744401_2506.JPEG,1020.603
n01744401_2653.JPEG,1016.924
n01744401_299.JPEG,1573.625
n01744401_3430.JPEG,1024.415
n01744401_376.JPEG,1039.414
n01744401_3828.JPEG,1027.167
n01744401_4078.JPEG,1018.239
n01744401_45.JPEG,1037.403
n01744401_8186.JPEG,1013.557
n01744401_8671.JPEG,1005.223
n01774750_10010.JPEG,1012.693
n01774750_1103.JPEG,1015.352
n01774750_13131.JPEG,1003.075
n01774750_19.JPEG,999.067
n01774750_240.JPEG,1077.137
n01774750_3343.JPEG,1086.274
n01774750_4790.JPEG,1028.361
n01774750_4932.JPEG,1039.876
n01774750_5319.JPEG,1056.611
n01774750_6942.JPEG,1074.430
n01774750_7389.JPEG,1052.848
n01774750_8622.JPEG,1006.213
n01774750_9685.JPEG,1034.258
n01796340_16513.JPEG,1003.094
n01796340_17899.JPEG,1073.746
n01820546_15031.JPEG,1001.902
n01820546_16211.JPEG,1019.504
n01820546_17794.JPEG,1011.950
n01820546_18704.JPEG,1097.377
n01820546_3298.JPEG,1027.002
n01820546_3782.JPEG,1034.009
n01820546_4307.JPEG,1032.793
n01820546_439.JPEG,1039.901
n01820546_4570.JPEG,1048.718
n01820546_6582.JPEG,1004.077
n01820546_6916.JPEG,1038.924
n01820546_9467.JPEG,1022.201
n01871265_1008.JPEG,1025.845
n01871265_1132.JPEG,1027.961
n01871265_1241.JPEG,1030.124
n01871265_12597.JPEG,1038.304
n01871265_1375.JPEG,1065.001
n01871265_1526.JPEG,1068.749
n01871265_1663.JPEG,1037.070
n01871265_16945.JPEG,1027.055
n01871265_1817.JPEG,1009.350
n01871265_1956.JPEG,1025.151
n01871265_2096.JPEG,1014.820
n01871265_2283.JPEG,1010.346
n01871265_246.JPEG,1007.420
n01871265_2496.JPEG,1099.112
n01871265_2973.JPEG,1015.830
n01871265_3192.JPEG,1014.921
n01871265_3409.JPEG,1037.313
n01871265_3487.JPEG,1030.350
n01871265_3737.JPEG,1036.995
n01871265_3766.JPEG,1012.027
n01871265_4565.JPEG,1011.516
n01871265_4987.JPEG,1037.484
n01871265_5397.JPEG,1015.898
n01871265_6535.JPEG,1027.106
n01871265_7041.JPEG,1009.255
n01871265_7197.JPEG,1048.514
n01871265_7283.JPEG,1011.007
n01871265_75.JPEG,1010.207
n01871265_8112.JPEG,1014.956
n01871265_945.JPEG,1013.415
n01871265_9572.JPEG,1014.950
n01872401_1120.JPEG,1018.609
n01872401_1283.JPEG,1061.998
n01872401_13216.JPEG,1026.692
n01872401_14607.JPEG,1028.531
n01872401_1557.JPEG,1045.898
n01872401_16883.JPEG,1050.183
n01872401_17066.JPEG,1020.644
n01872401_1936.JPEG,1077.707
n01872401_2391.JPEG,1026.140
n01872401_2591.JPEG,1038.627
n01872401_2958.JPEG,1058.178
n01872401_30058.JPEG,1099.500
n01872401_3150.JPEG,1009.984
n01872401_3285.JPEG,1033.703
n01872401_3443.JPEG,1023.227
n01872401_4868.JPEG,1072.667
n01872401_5655.JPEG,1036.654
n01872401_7848.JPEG,1023.668
n01872401_9683.JPEG,1037.349
n01873310_13627.JPEG,1032.346
n01873310_13765.JPEG,1016.840
n01873310_14420.JPEG,1009.780
n01873310_14808.JPEG,1008.198
n01873310_15954.JPEG,1031.205
n01873310_1619.JPEG,1013.607
n01873310_22748.JPEG,1038.242
n01873310_3143.JPEG,1025.561
n01873310_4811.JPEG,1015.409
n01873310_5489.JPEG,1025.771
n01877812_1005.JPEG,1009.178
n01877812_10071.JPEG,1022.016
n01877812_10072.JPEG,1017.804
n01877812_10218.JPEG,1016.044
n01877812_10911.JPEG,1019.857
n01877812_10915.JPEG,1011.800
n01877812_10973.JPEG,1017.728
n01877812_1099.JPEG,1024.142
n01877812_11056.JPEG,1014.189
n01877812_1111.JPEG,1022.023
n01877812_11177.JPEG,1013.537
n01877812_11279.JPEG,1020.358
n01877812_11303.JPEG,1029.806
n01877812_11325.JPEG,1021.549
n01877812_11408.JPEG,1035.026
n01877812_11441.JPEG,1021.628
n01877812_11468.JPEG,1016.214
