ts,gpu,cpu1,cpu2,cpu3,cpu4,ram,temp_gpu,temp_cpu,power
1765483351.2378802,0,26,52,14,8,3.6881637573242188,57.5,59.5,2.658
1765483351.4390783,99,73,68,66,69,3.6809463500976562,46.0,48.0,9.072
1765483351.6403208,99,73,68,66,69,3.6809463500976562,46.0,48.0,9.072
1765483351.8412373,99,73,68,66,69,3.6809463500976562,46.0,48.0,9.072
1765483352.0424345,14,59,34,47,57,3.6815109252929688,45.5,46.5,4.658
1765483352.2437491,14,59,34,47,57,3.6815109252929688,45.5,46.5,4.658
1765483352.4449735,99,50,46,34,56,3.667339324951172,46.0,46.5,7.854
1765483352.646746,99,50,46,34,56,3.667339324951172,46.0,46.5,7.854
1765483352.8479757,99,50,46,34,56,3.667339324951172,46.0,46.5,7.854
1765483353.0489724,9,23,16,22,24,3.6693649291992188,45.0,46.5,4.658
1765483353.2505615,9,23,16,22,24,3.6693649291992188,45.0,46.5,4.658
1765483353.4523315,99,37,57,33,29,3.6692733764648438,45.5,45.5,6.741
1765483353.6537461,99,37,57,33,29,3.6692733764648438,45.5,45.5,6.741
1765483353.8547332,99,37,57,33,29,3.6692733764648438,45.5,45.5,6.741
1765483354.0559556,8,25,24,18,28,3.6704139709472656,45.0,46.0,4.104
1765483354.2571256,8,25,24,18,28,3.6704139709472656,45.0,46.0,4.104
1765483354.4582403,99,46,34,42,31,3.6707687377929688,46.0,46.0,7.4
1765483354.6613996,99,46,34,42,31,3.6707687377929688,46.0,46.0,7.4
1765483354.8628867,99,46,34,42,31,3.6707687377929688,46.0,46.0,7.4
1765483355.0642295,11,25,26,16,16,3.6713905334472656,45.0,46.0,4.219
1765483355.2665954,11,25,26,16,16,3.6713905334472656,45.0,46.0,4.219
1765483355.468172,99,42,48,38,34,3.6707382202148438,45.5,45.5,7.011
1765483355.6694918,99,42,48,38,34,3.6707382202148438,45.5,45.5,7.011
1765483355.8713162,99,42,48,38,34,3.6707382202148438,45.5,45.5,7.011
1765483356.072646,11,24,22,25,24,3.67010498046875,45.0,46.5,4.26
1765483356.274155,11,24,22,25,24,3.67010498046875,45.0,46.5,4.26
1765483356.475395,99,28,61,25,24,3.6710243225097656,46.0,46.5,7.32
1765483356.6779485,99,28,61,25,24,3.6710243225097656,46.0,46.5,7.32
1765483356.8795922,99,28,61,25,24,3.6710243225097656,46.0,46.5,7.32
1765483357.080934,31,18,21,21,23,3.6703758239746094,45.5,45.5,4.422
1765483357.2821527,31,18,21,21,23,3.6703758239746094,45.5,45.5,4.422
1765483357.4836571,99,42,49,36,36,3.670490264892578,46.0,45.5,6.58
1765483357.6860435,99,42,49,36,36,3.670490264892578,46.0,45.5,6.58
1765483357.8902576,99,42,49,36,36,3.670490264892578,46.0,45.5,6.58
1765483358.0914383,60,33,31,32,26,3.665393829345703,45.0,46.5,4.942
1765483358.29284,60,33,31,32,26,3.665393829345703,45.0,46.5,4.942
1765483358.494089,99,26,63,24,30,3.666217803955078,46.5,46.0,7.24
1765483358.6959808,99,26,63,24,30,3.666217803955078,46.5,46.0,7.24
1765483358.8989065,99,26,63,24,30,3.666217803955078,46.5,46.0,7.24
1765483359.1003218,87,25,14,20,24,3.665313720703125,45.5,46.0,4.463
1765483359.3012857,87,25,14,20,24,3.665313720703125,45.5,46.0,4.463
1765483359.502517,87,25,14,20,24,3.665313720703125,45.5,46.0,4.463
1765483359.7045777,99,32,26,28,58,3.665416717529297,46.5,46.0,6.551
1765483359.9057908,99,32,26,28,58,3.665416717529297,46.5,46.0,6.551
1765483360.1069381,64,28,26,27,29,3.6661300659179688,45.0,46.5,5.136
1765483360.3082278,64,28,26,27,29,3.6661300659179688,45.0,46.5,5.136
1765483360.5094566,64,28,26,27,29,3.6661300659179688,45.0,46.5,5.136
1765483360.710884,99,20,57,21,20,3.665416717529297,46.5,46.0,6.58
1765483360.912911,99,20,57,21,20,3.665416717529297,46.5,46.0,6.58
1765483361.1142912,27,33,26,18,20,3.6656532287597656,45.0,46.0,4.226
1765483361.3156188,27,33,26,18,20,3.6656532287597656,45.0,46.0,4.226
1765483361.5174754,27,33,26,18,20,3.6656532287597656,45.0,46.0,4.226
1765483361.7217824,99,25,33,33,61,3.6652984619140625,46.0,46.0,6.741
1765483361.9238467,99,25,33,33,61,3.6652984619140625,46.0,46.0,6.741
1765483362.1253555,6,30,18,18,24,3.666107177734375,45.5,47.5,4.544
1765483362.326457,6,30,18,18,24,3.666107177734375,45.5,47.5,4.544
1765483362.529454,6,30,18,18,24,3.666107177734375,45.5,47.5,4.544
1765483362.7313607,99,26,24,27,56,3.665172576904297,46.5,46.0,6.661
1765483362.932399,99,26,24,27,56,3.665172576904297,46.5,46.0,6.661
1765483363.1354842,19,33,29,40,36,3.6611289978027344,45.5,46.0,4.226
1765483363.3365977,19,33,29,40,36,3.6611289978027344,45.5,46.0,4.226
1765483363.5378256,19,33,29,40,36,3.6611289978027344,45.5,46.0,4.226
