image,latency_ms
n01694178_999.JPEG,1036.922
n01729322_10113.JPEG,1003.352
n01729322_2358.JPEG,978.023
n01729322_7035.JPEG,972.744
n01729322_7119.JPEG,977.841
n01742172_10565.JPEG,979.429
n01742172_1270.JPEG,997.495
n01742172_1307.JPEG,967.332
n01742172_1309.JPEG,984.906
n01742172_1543.JPEG,967.766
n01742172_1688.JPEG,978.222
n01742172_17103.JPEG,971.367
n01742172_1713.JPEG,960.448
n01742172_1740.JPEG,962.947
n01742172_1842.JPEG,993.578
n01742172_2074.JPEG,977.283
n01742172_21585.JPEG,974.204
n01742172_21614.JPEG,958.738
n01742172_21789.JPEG,969.328
n01742172_21901.JPEG,980.076
n01742172_22357.JPEG,967.350
n01742172_23665.JPEG,962.414
n01742172_2378.JPEG,977.636
n01742172_24820.JPEG,969.676
n01742172_27602.JPEG,988.041
n01742172_2815.JPEG,975.551
n01742172_29106.JPEG,971.583
n01742172_2939.JPEG,983.611
n01742172_30324.JPEG,982.983
n01742172_3037.JPEG,976.863
n01742172_305.JPEG,969.889
n01742172_3927.JPEG,976.358
n01742172_3944.JPEG,988.572
n01742172_4176.JPEG,977.312
n01742172_4208.JPEG,973.764
n01742172_4258.JPEG,973.225
n01742172_4285.JPEG,968.942
n01742172_4635.JPEG,982.962
n01742172_4846.JPEG,980.589
n01742172_4912.JPEG,1102.645
n01742172_5028.JPEG,978.018
n01742172_5086.JPEG,973.589
n01742172_5419.JPEG,969.418
n01742172_5517.JPEG,977.232
n01742172_6567.JPEG,985.493
n01742172_6638.JPEG,981.015
n01742172_6777.JPEG,975.786
n01742172_7306.JPEG,965.953
n01742172_760.JPEG,974.371
n01742172_8412.JPEG,977.355
n01742172_8447.JPEG,974.176
n01742172_8697.JPEG,976.936
n01742172_8887.JPEG,976.000
n01742172_9230.JPEG,977.436
n01742172_9446.JPEG,973.292
n01744401_11646.JPEG,974.207
n01744401_12113.JPEG,980.235
n01744401_12140.JPEG,968.754
n01744401_14.JPEG,971.633
n01744401_14224.JPEG,976.150
n01744401_2313.JPEG,979.141
n01744401_2506.JPEG,974.364
n01744401_2653.JPEG,981.270
n01744401_299.JPEG,1691.855
n01744401_3430.JPEG,959.697
n01744401_376.JPEG,990.728
n01744401_3828.JPEG,969.581
n01744401_4078.JPEG,974.872
n01744401_45.JPEG,979.185
n01744401_8186.JPEG,963.879
n01744401_8671.JPEG,974.201
n01774750_10010.JPEG,970.687
n01774750_1103.JPEG,1022.284
n01774750_13131.JPEG,988.277
n01774750_19.JPEG,1030.626
n01774750_240.JPEG,1012.163
n01774750_3343.JPEG,979.859
n01774750_4790.JPEG,979.157
n01774750_4932.JPEG,992.580
n01774750_5319.JPEG,983.648
n01774750_6942.JPEG,1017.117
n01774750_7389.JPEG,974.987
n01774750_8622.JPEG,965.934
n01774750_9685.JPEG,990.448
n01796340_16513.JPEG,1003.623
n01796340_17899.JPEG,998.133
n01820546_15031.JPEG,988.072
n01820546_16211.JPEG,987.718
n01820546_17794.JPEG,984.702
n01820546_18704.JPEG,969.944
n01820546_3298.JPEG,981.144
n01820546_3782.JPEG,1001.114
n01820546_4307.JPEG,975.941
n01820546_439.JPEG,974.262
n01820546_4570.JPEG,981.309
n01820546_6582.JPEG,966.222
n01820546_6916.JPEG,972.593
n01820546_9467.JPEG,970.897
n01871265_1008.JPEG,969.796
n01871265_1132.JPEG,982.193
n01871265_1241.JPEG,995.424
n01871265_12597.JPEG,973.639
n01871265_1375.JPEG,981.594
n01871265_1526.JPEG,998.104
n01871265_1663.JPEG,994.631
n01871265_16945.JPEG,982.547
n01871265_1817.JPEG,969.797
n01871265_1956.JPEG,1004.117
n01871265_2096.JPEG,1001.017
n01871265_2283.JPEG,980.942
n01871265_246.JPEG,971.607
n01871265_2496.JPEG,992.242
n01871265_2973.JPEG,963.792
n01871265_3192.JPEG,965.585
n01871265_3409.JPEG,981.908
n01871265_3487.JPEG,970.462
n01871265_3737.JPEG,961.336
