ts,gpu,cpu1,cpu2,cpu3,cpu4,ram,temp_gpu,temp_cpu,power
1765481329.3058443,0,32,35,21,32,3.7496337890625,69.5,68.0,2.971
1765481329.5071146,0,32,35,21,32,3.7496337890625,69.5,68.0,2.971
1765481329.7084785,0,32,35,21,32,3.7496337890625,69.5,68.0,2.971
1765481329.9099162,0,32,35,21,32,3.7496337890625,69.5,68.0,2.971
1765481330.1124032,99,14,19,30,47,3.7728271484375,44.5,45.0,8.108
1765481330.3145015,99,14,19,30,47,3.7728271484375,44.5,45.0,8.108
1765481330.5157182,99,62,42,50,70,3.7686843872070312,44.5,47.0,7.962
1765481330.716805,99,62,42,50,70,3.7686843872070312,44.5,47.0,7.962
1765481330.9212785,99,62,42,50,70,3.7686843872070312,44.5,47.0,7.962
1765481331.123735,99,58,64,40,52,3.738384246826172,45.0,47.0,9.87
1765481331.3248053,99,58,64,40,52,3.738384246826172,45.0,47.0,9.87
1765481331.525891,99,61,78,68,62,3.735393524169922,45.0,45.5,7.923
1765481331.727528,99,61,78,68,62,3.735393524169922,45.0,45.5,7.923
1765481331.929127,99,61,78,68,62,3.735393524169922,45.0,45.5,7.923
1765481332.130263,99,46,42,32,29,3.7304725646972656,44.5,45.5,6.897
1765481332.3314428,99,46,42,32,29,3.7304725646972656,44.5,45.5,6.897
1765481332.5325978,99,27,46,28,24,3.7360267639160156,45.0,45.5,8.068
1765481332.7336528,99,27,46,28,24,3.7360267639160156,45.0,45.5,8.068
1765481332.934901,99,27,46,28,24,3.7360267639160156,45.0,45.5,8.068
1765481333.1362464,99,26,20,20,52,3.7423095703125,45.0,46.0,8.345
1765481333.337339,99,26,20,20,52,3.7423095703125,45.0,46.0,8.345
1765481333.5392685,74,47,36,40,42,3.7378997802734375,44.5,47.0,7.085
1765481333.740371,74,47,36,40,42,3.7378997802734375,44.5,47.0,7.085
1765481333.9414697,74,47,36,40,42,3.7378997802734375,44.5,47.0,7.085
1765481334.1424553,99,38,45,47,35,3.7388648986816406,45.5,45.5,7.578
1765481334.3436365,99,38,45,47,35,3.7388648986816406,45.5,45.5,7.578
1765481334.5446768,99,30,33,52,31,3.7395286560058594,45.0,46.5,8.529
1765481334.7458513,99,30,33,52,31,3.7395286560058594,45.0,46.5,8.529
1765481334.9469106,99,30,33,52,31,3.7395286560058594,45.0,46.5,8.529
1765481335.148353,99,10,12,20,13,3.7391090393066406,44.5,45.5,7.085
1765481335.3493454,99,10,12,20,13,3.7391090393066406,44.5,45.5,7.085
1765481335.5502942,99,26,27,34,37,3.7392311096191406,45.5,45.5,7.777
1765481335.7513301,99,26,27,34,37,3.7392311096191406,45.5,45.5,7.777
1765481335.9526691,99,26,27,34,37,3.7392311096191406,45.5,45.5,7.777
1765481336.1537392,99,48,41,34,30,3.738819122314453,45.5,45.5,8.226
1765481336.3548412,99,48,41,34,30,3.738819122314453,45.5,45.5,8.226
1765481336.556822,99,48,41,34,30,3.738819122314453,45.5,45.5,8.226
1765481336.7595599,64,24,16,19,16,3.7397422790527344,44.5,46.5,5.969
1765481336.960631,64,24,16,19,16,3.7397422790527344,44.5,46.5,5.969
1765481337.1618078,99,28,24,23,38,3.739299774169922,45.5,46.0,7.923
1765481337.3633423,99,28,24,23,38,3.739299774169922,45.5,46.0,7.923
1765481337.5662105,99,28,24,23,38,3.739299774169922,45.5,46.0,7.923
1765481337.7672758,99,24,34,52,27,3.7398529052734375,45.0,46.0,7.923
1765481337.968352,99,24,34,52,27,3.7398529052734375,45.0,46.0,7.923
1765481338.1694365,35,21,18,18,14,3.7397689819335938,45.0,45.5,6.049
1765481338.3706594,35,21,18,18,14,3.7397689819335938,45.0,45.5,6.049
1765481338.572775,35,21,18,18,14,3.7397689819335938,45.0,45.5,6.049
1765481338.773887,99,18,24,39,16,3.740264892578125,45.5,46.0,8.371
1765481338.9754226,99,18,24,39,16,3.740264892578125,45.5,46.0,8.371
1765481339.1770883,99,28,53,20,27,3.7397727966308594,45.5,46.0,7.804
1765481339.3783407,99,28,53,20,27,3.7397727966308594,45.5,46.0,7.804
1765481339.5794265,99,28,53,20,27,3.7397727966308594,45.5,46.0,7.804
1765481339.780798,99,25,19,17,20,3.7396583557128906,45.5,46.0,6.897
1765481339.9819841,99,25,19,17,20,3.7396583557128906,45.5,46.0,6.897
1765481340.183263,99,44,50,32,33,3.7375869750976562,45.5,47.0,9.17
1765481340.3842926,99,44,50,32,33,3.7375869750976562,45.5,47.0,9.17
1765481340.5858855,99,44,50,32,33,3.7375869750976562,45.5,47.0,9.17
1765481340.7870998,99,39,30,23,14,3.7366409301757812,45.5,46.5,7.883
1765481340.9883752,99,39,30,23,14,3.7366409301757812,45.5,46.5,7.883
1765481341.189438,99,20,21,20,17,3.7378616333007812,45.5,46.5,7.125
1765481341.3904815,99,20,21,20,17,3.7378616333007812,45.5,46.5,7.125
1765481341.5915382,99,20,21,20,17,3.7378616333007812,45.5,46.5,7.125
1765481341.7926853,99,48,28,34,27,3.7377548217773438,45.5,46.0,7.658
1765481341.9939532,99,48,28,34,27,3.7377548217773438,45.5,46.0,7.658
1765481342.1951003,99,38,30,31,18,3.7389144897460938,45.5,46.5,8.147
1765481342.3964202,99,38,30,31,18,3.7389144897460938,45.5,46.5,8.147
