image,latency_ms
n01694178_999.JPEG,1042.214
n01729322_10113.JPEG,1101.492
n01729322_2358.JPEG,1042.621
n01729322_7035.JPEG,1035.404
n01729322_7119.JPEG,1033.000
n01742172_10565.JPEG,1064.076
n01742172_1270.JPEG,1149.479
n01742172_1307.JPEG,1045.643
n01742172_1309.JPEG,1057.147
n01742172_1543.JPEG,1036.007
n01742172_1688.JPEG,1045.699
n01742172_17103.JPEG,1027.899
n01742172_1713.JPEG,1045.051
n01742172_1740.JPEG,1045.576
n01742172_1842.JPEG,1055.148
n01742172_2074.JPEG,1022.120
n01742172_21585.JPEG,1030.122
n01742172_21614.JPEG,1034.215
n01742172_21789.JPEG,1029.133
n01742172_21901.JPEG,1040.878
n01742172_22357.JPEG,1027.904
n01742172_23665.JPEG,1044.330
n01742172_2378.JPEG,1030.765
n01742172_24820.JPEG,1036.354
n01742172_27602.JPEG,1044.382
n01742172_2815.JPEG,1059.942
n01742172_29106.JPEG,1034.685
n01742172_2939.JPEG,1089.694
n01742172_30324.JPEG,1041.494
n01742172_3037.JPEG,1048.141
n01742172_305.JPEG,1042.048
n01742172_3927.JPEG,1023.728
n01742172_3944.JPEG,1030.774
n01742172_4176.JPEG,1044.745
n01742172_4208.JPEG,1037.571
n01742172_4258.JPEG,1051.012
n01742172_4285.JPEG,1048.333
n01742172_4635.JPEG,1050.310
n01742172_4846.JPEG,1040.023
n01742172_4912.JPEG,1482.945
n01742172_5028.JPEG,1034.560
n01742172_5086.JPEG,1024.766
n01742172_5419.JPEG,1036.282
n01742172_5517.JPEG,1023.541
n01742172_6567.JPEG,1048.429
n01742172_6638.JPEG,1042.882
n01742172_6777.JPEG,1037.265
n01742172_7306.JPEG,1035.843
n01742172_760.JPEG,1045.702
n01742172_8412.JPEG,1029.907
n01742172_8447.JPEG,1046.938
n01742172_8697.JPEG,1022.947
n01742172_8887.JPEG,1034.038
n01742172_9230.JPEG,1033.218
n01742172_9446.JPEG,1047.780
n01744401_11646.JPEG,1050.688
n01744401_12113.JPEG,1053.814
n01744401_12140.JPEG,1028.546
n01744401_14.JPEG,1029.809
n01744401_14224.JPEG,1029.871
n01744401_2313.JPEG,1055.956
n01744401_2506.JPEG,1049.587
n01744401_2653.JPEG,1034.719
n01744401_299.JPEG,1141.011
n01744401_3430.JPEG,1047.438
n01744401_376.JPEG,1056.327
n01744401_3828.JPEG,1054.230
n01744401_4078.JPEG,1025.707
n01744401_45.JPEG,1059.101
n01744401_8186.JPEG,1032.168
n01744401_8671.JPEG,1037.910
n01774750_10010.JPEG,1048.308
n01774750_1103.JPEG,1103.593
n01774750_13131.JPEG,1034.438
n01774750_19.JPEG,1110.045
n01774750_240.JPEG,1079.608
n01774750_3343.JPEG,1068.682
n01774750_4790.JPEG,1050.888
n01774750_4932.JPEG,1071.876
n01774750_5319.JPEG,1100.169
n01774750_6942.JPEG,1035.898
n01774750_7389.JPEG,1036.503
n01774750_8622.JPEG,1042.036
n01774750_9685.JPEG,1038.234
n01796340_16513.JPEG,1049.992
n01796340_17899.JPEG,1039.463
n01820546_15031.JPEG,1056.659
n01820546_16211.JPEG,1024.229
n01820546_17794.JPEG,1053.413
n01820546_18704.JPEG,1108.876
n01820546_3298.JPEG,1063.387
n01820546_3782.JPEG,1046.614
n01820546_4307.JPEG,1091.793
n01820546_439.JPEG,1090.079
n01820546_4570.JPEG,1053.978
n01820546_6582.JPEG,1019.686
n01820546_6916.JPEG,1042.975
n01820546_9467.JPEG,1051.020
n01871265_1008.JPEG,1028.316
n01871265_1132.JPEG,1029.748
n01871265_1241.JPEG,1050.935
n01871265_12597.JPEG,1057.603
n01871265_1375.JPEG,1057.594
n01871265_1526.JPEG,1040.791
n01871265_1663.JPEG,1092.976
n01871265_16945.JPEG,1037.789
n01871265_1817.JPEG,1049.556
n01871265_1956.JPEG,1049.824
n01871265_2096.JPEG,1035.586
n01871265_2283.JPEG,1046.959
n01871265_246.JPEG,1063.564
n01871265_2496.JPEG,1065.992
n01871265_2973.JPEG,1046.573
n01871265_3192.JPEG,1032.598
n01871265_3409.JPEG,1045.202
n01871265_3487.JPEG,1035.774
n01871265_3737.JPEG,1043.199
n01871265_3766.JPEG,1029.762
n01871265_4565.JPEG,1040.572
n01871265_4987.JPEG,1029.621
n01871265_5397.JPEG,1053.415
n01871265_6535.JPEG,1045.417
n01871265_7041.JPEG,1056.186
n01871265_7197.JPEG,1020.644
n01871265_7283.JPEG,1055.655
n01871265_75.JPEG,1030.801
n01871265_8112.JPEG,1056.425
n01871265_945.JPEG,1032.494
n01871265_9572.JPEG,1076.803
n01872401_1120.JPEG,1037.029
n01872401_1283.JPEG,1088.910
n01872401_13216.JPEG,1049.401
n01872401_14607.JPEG,1055.504
n01872401_1557.JPEG,1094.358
n01872401_16883.JPEG,1054.068
n01872401_17066.JPEG,1043.414
n01872401_1936.JPEG,1072.653
n01872401_2391.JPEG,1040.796
n01872401_2591.JPEG,1057.159
n01872401_2958.JPEG,1036.707
n01872401_30058.JPEG,1063.551
n01872401_3150.JPEG,1023.272
n01872401_3285.JPEG,1052.899
n01872401_3443.JPEG,1081.954
n01872401_4868.JPEG,1076.561
n01872401_5655.JPEG,1045.901
n01872401_7848.JPEG,1046.546
n01872401_9683.JPEG,1056.124
n01873310_13627.JPEG,1044.726
n01873310_13765.JPEG,1057.399
n01873310_14420.JPEG,1038.612
n01873310_14808.JPEG,1021.677
n01873310_15954.JPEG,1068.344
n01873310_1619.JPEG,1036.900
n01873310_22748.JPEG,1050.573
n01873310_3143.JPEG,1046.603
n01873310_4811.JPEG,1035.913
n01873310_5489.JPEG,1051.679
n01877812_1005.JPEG,1056.132
n01877812_10071.JPEG,1052.942
n01877812_10072.JPEG,1058.633
n01877812_10218.JPEG,1036.822
n01877812_10911.JPEG,1063.881
n01877812_10915.JPEG,1024.108
n01877812_10973.JPEG,1036.743
n01877812_1099.JPEG,1023.509
n01877812_11056.JPEG,1081.283
n01877812_1111.JPEG,1035.050
n01877812_11177.JPEG,1062.280
n01877812_11279.JPEG,1023.684
n01877812_11303.JPEG,1048.224
n01877812_11325.JPEG,1035.952
n01877812_11408.JPEG,1041.777
n01877812_11441.JPEG,1033.290
n01877812_11468.JPEG,1046.651
n01877812_11580.JPEG,1029.851
n01877812_11639.JPEG,1041.271
n01877812_11660.JPEG,1054.573
n01877812_11698.JPEG,1029.247
n01877812_11749.JPEG,1021.796
n01877812_11766.JPEG,1031.495
n01877812_11875.JPEG,1036.475
n01877812_11959.JPEG,1030.118
n01877812_12076.JPEG,1040.085
n01877812_12143.JPEG,1032.564
n01877812_1217.JPEG,1031.946
n01877812_1268.JPEG,1039.880
n01877812_1270.JPEG,1043.247
n01877812_1438.JPEG,1042.503
n01877812_1565.JPEG,1041.862
n01877812_1630.JPEG,1040.713
n01877812_1846.JPEG,1056.548
n01877812_1862.JPEG,1052.032
n01877812_1962.JPEG,1050.700
n01877812_1963.JPEG,1018.678
n01877812_2050.JPEG,1050.156
n01877812_2092.JPEG,1023.286
n01877812_21558.JPEG,1056.655
n01877812_2160.JPEG,1024.634
n01877812_2172.JPEG,1056.475
n01877812_22.JPEG,1031.794
n01877812_2203.JPEG,1045.038
n01877812_2241.JPEG,1041.511
n01877812_2245.JPEG,1063.772
n01877812_2307.JPEG,1045.425
n01877812_2598.JPEG,1046.539
n01877812_2638.JPEG,1037.610
n01877812_2661.JPEG,1049.978
n01877812_2687.JPEG,1025.983
n01877812_2697.JPEG,1053.114
n01877812_2822.JPEG,1063.487
n01877812_2830.JPEG,1048.794
n01877812_3006.JPEG,1038.330
n01877812_3119.JPEG,1045.027
n01877812_3139.JPEG,1038.777
n01877812_3163.JPEG,1046.961
n01877812_3304.JPEG,1040.466
n01877812_3336.JPEG,1042.841
n01877812_3348.JPEG,1038.934
n01877812_3448.JPEG,1032.672
n01877812_348.JPEG,1083.049
n01877812_357.JPEG,1066.906
n01877812_3607.JPEG,1033.314
n01877812_3675.JPEG,1023.352
n01877812_37.JPEG,1055.482
n01877812_3773.JPEG,1043.923
n01877812_3793.JPEG,1034.859
n01877812_3900.JPEG,1028.960
n01877812_398.JPEG,1023.480
n01877812_4033.JPEG,1025.745
n01877812_4048.JPEG,1032.758
n01877812_4277.JPEG,1032.698
n01877812_4345.JPEG,1060.937
n01877812_4396.JPEG,1029.363
n01877812_4422.JPEG,1057.384
n01877812_4462.JPEG,1052.499
n01877812_459.JPEG,1051.137
n01877812_469.JPEG,1027.962
n01877812_4734.JPEG,1051.258
n01877812_4803.JPEG,1021.946
n01877812_495.JPEG,1037.611
n01877812_4963.JPEG,1028.107
n01877812_5036.JPEG,1040.196
n01877812_5140.JPEG,1046.301
n01877812_5387.JPEG,1038.372
n01877812_5408.JPEG,1022.366
n01877812_5412.JPEG,1052.003
n01877812_5440.JPEG,1031.616
n01877812_5456.JPEG,1041.667
n01877812_5476.JPEG,1040.764
n01877812_5575.JPEG,1029.062
n01877812_5803.JPEG,1035.027
n01877812_581.JPEG,1039.417
n01877812_5846.JPEG,1039.076
n01877812_5930.JPEG,1041.491
n01877812_5942.JPEG,1041.300
n01877812_6206.JPEG,1046.671
n01877812_6228.JPEG,1034.983
n01877812_6282.JPEG,1052.307
n01877812_6283.JPEG,1033.424
n01877812_6304.JPEG,1033.718
n01877812_6383.JPEG,1035.026
n01877812_6500.JPEG,1034.223
n01877812_6536.JPEG,1050.771
n01877812_6622.JPEG,1030.813
n01877812_664.JPEG,1050.452
n01877812_6723.JPEG,1028.320
n01877812_6725.JPEG,1047.878
n01877812_6752.JPEG,1039.070
