ts,gpu,cpu1,cpu2,cpu3,cpu4,ram,temp_gpu,temp_cpu,power
1765480387.1375258,0,30,18,28,27,3.5186309814453125,56.5,58.5,3.144
1765480387.338933,0,30,18,28,27,3.5186309814453125,56.5,58.5,3.144
1765480387.5402813,0,30,18,28,27,3.5186309814453125,56.5,58.5,3.144
1765480387.7418046,0,30,18,28,27,3.5186309814453125,56.5,58.5,3.144
1765480387.9433672,99,50,60,52,50,3.6381912231445312,43.5,44.5,9.176
1765480388.1443925,99,50,60,52,50,3.6381912231445312,43.5,44.5,9.176
1765480388.3454704,99,63,59,63,54,3.6513290405273438,43.5,45.0,8.425
1765480388.5467124,99,63,59,63,54,3.6513290405273438,43.5,45.0,8.425
1765480388.7482686,99,44,78,64,48,3.6593284606933594,43.5,44.5,8.689
1765480388.9497037,99,44,78,64,48,3.6593284606933594,43.5,44.5,8.689
1765480389.1504834,99,44,78,64,48,3.6593284606933594,43.5,44.5,8.689
1765480389.3523695,99,25,30,50,25,3.6615982055664062,43.0,44.0,7.011
1765480389.5533202,99,25,30,50,25,3.6615982055664062,43.0,44.0,7.011
1765480389.754618,99,54,45,58,46,3.665142059326172,43.5,44.0,7.814
1765480389.9566374,99,54,45,58,46,3.665142059326172,43.5,44.0,7.814
1765480390.1577625,99,54,45,58,46,3.665142059326172,43.5,44.0,7.814
1765480390.3594801,99,32,40,50,30,3.66644287109375,43.5,44.5,8.544
1765480390.5611427,99,32,40,50,30,3.66644287109375,43.5,44.5,8.544
1765480390.76226,23,18,25,22,20,3.668476104736328,42.5,44.0,4.82
1765480390.9633238,23,18,25,22,20,3.668476104736328,42.5,44.0,4.82
1765480391.1647675,23,18,25,22,20,3.668476104736328,42.5,44.0,4.82
1765480391.3663936,99,24,42,50,22,3.6687545776367188,43.5,43.5,7.707
1765480391.567541,99,24,42,50,22,3.6687545776367188,43.5,43.5,7.707
1765480391.768596,99,24,42,50,22,3.6687545776367188,43.5,43.5,7.707
1765480391.9704993,99,45,22,42,40,3.66949462890625,43.5,44.0,7.547
1765480392.1719532,99,45,22,42,40,3.66949462890625,43.5,44.0,7.547
1765480392.3730059,99,18,23,26,10,3.6704750061035156,43.5,43.5,7.934
1765480392.5743477,99,18,23,26,10,3.6704750061035156,43.5,43.5,7.934
1765480392.7758567,99,18,23,26,10,3.6704750061035156,43.5,43.5,7.934
1765480392.9773293,99,30,39,24,29,3.6700477600097656,43.5,43.5,7.16
1765480393.1783059,99,30,39,24,29,3.6700477600097656,43.5,43.5,7.16
1765480393.3794055,99,28,32,28,49,3.6701583862304688,43.0,45.0,6.781
1765480393.580545,99,28,32,28,49,3.6701583862304688,43.0,45.0,6.781
1765480393.7820344,99,28,32,28,49,3.6701583862304688,43.0,45.0,6.781
1765480393.9830868,99,38,25,23,24,3.6697006225585938,44.0,44.0,7.735
1765480394.184195,99,38,25,23,24,3.6697006225585938,44.0,44.0,7.735
1765480394.38517,99,27,53,20,30,3.6707420349121094,43.5,44.5,8.385
1765480394.5881395,99,27,53,20,30,3.6707420349121094,43.5,44.5,8.385
1765480394.7894385,99,27,53,20,30,3.6707420349121094,43.5,44.5,8.385
1765480394.9909017,26,19,24,18,20,3.669921875,43.0,43.5,4.813
1765480395.192776,26,19,24,18,20,3.669921875,43.0,43.5,4.813
1765480395.3948486,99,34,44,36,40,3.6694488525390625,44.0,44.0,8.094
1765480395.5959249,99,34,44,36,40,3.6694488525390625,44.0,44.0,8.094
1765480395.7971218,99,34,44,36,40,3.6694488525390625,44.0,44.0,8.094
1765480395.9986491,99,46,45,23,39,3.6697616577148438,43.5,44.0,8.2
1765480396.2005608,99,46,45,23,39,3.6697616577148438,43.5,44.0,8.2
1765480396.4017744,99,23,23,27,14,3.6691741943359375,43.5,43.5,7.051
1765480396.603183,99,23,23,27,14,3.6691741943359375,43.5,43.5,7.051
1765480396.8046288,99,23,23,27,14,3.6691741943359375,43.5,43.5,7.051
1765480397.0078728,99,43,30,36,42,3.66973876953125,44.0,44.0,7.775
1765480397.2092235,99,43,30,36,42,3.66973876953125,44.0,44.0,7.775
1765480397.410487,99,31,48,28,32,3.669483184814453,43.5,45.0,7.08
1765480397.6117601,99,31,48,28,32,3.669483184814453,43.5,45.0,7.08
1765480397.8130598,99,31,48,28,32,3.669483184814453,43.5,45.0,7.08
1765480398.0140595,99,18,19,29,36,3.6708602905273438,44.0,44.0,7.894
1765480398.2151496,99,18,19,29,36,3.6708602905273438,44.0,44.0,7.894
1765480398.416659,99,20,54,16,17,3.670257568359375,44.0,44.0,7.775
1765480398.6182525,99,20,54,16,17,3.670257568359375,44.0,44.0,7.775
1765480398.8196971,99,20,54,16,17,3.670257568359375,44.0,44.0,7.775
1765480399.0209386,51,30,16,30,25,3.6704330444335938,43.0,44.5,5.064
1765480399.2224066,51,30,16,30,25,3.6704330444335938,43.0,44.5,5.064
1765480399.4237285,99,36,30,48,29,3.6703872680664062,44.0,44.0,8.28
1765480399.6250749,99,36,30,48,29,3.6703872680664062,44.0,44.0,8.28
