image,latency_ms
n01694178_999.JPEG,770.658
n01729322_10113.JPEG,788.535
n01729322_2358.JPEG,831.066
n01729322_7035.JPEG,776.342
n01729322_7119.JPEG,769.951
n01742172_10565.JPEG,768.836
n01742172_1270.JPEG,768.361
n01742172_1307.JPEG,766.052
n01742172_1309.JPEG,772.871
n01742172_1543.JPEG,798.134
n01742172_1688.JPEG,776.994
n01742172_17103.JPEG,777.277
n01742172_1713.JPEG,771.847
n01742172_1740.JPEG,773.584
n01742172_1842.JPEG,775.206
n01742172_2074.JPEG,768.731
n01742172_21585.JPEG,776.030
n01742172_21614.JPEG,772.200
n01742172_21789.JPEG,783.663
n01742172_21901.JPEG,782.531
n01742172_22357.JPEG,771.590
n01742172_23665.JPEG,769.045
n01742172_2378.JPEG,771.591
n01742172_24820.JPEG,778.408
n01742172_27602.JPEG,767.669
n01742172_2815.JPEG,772.210
n01742172_29106.JPEG,764.829
n01742172_2939.JPEG,772.331
n01742172_30324.JPEG,782.020
n01742172_3037.JPEG,783.141
n01742172_305.JPEG,769.023
n01742172_3927.JPEG,769.374
n01742172_3944.JPEG,783.895
n01742172_4176.JPEG,775.939
n01742172_4208.JPEG,776.085
n01742172_4258.JPEG,780.287
n01742172_4285.JPEG,771.992
n01742172_4635.JPEG,783.751
n01742172_4846.JPEG,780.794
n01742172_4912.JPEG,820.719
n01742172_5028.JPEG,767.224
n01742172_5086.JPEG,768.785
n01742172_5419.JPEG,767.413
n01742172_5517.JPEG,765.195
n01742172_6567.JPEG,767.077
n01742172_6638.JPEG,766.166
n01742172_6777.JPEG,779.860
n01742172_7306.JPEG,778.529
n01742172_760.JPEG,772.816
n01742172_8412.JPEG,766.540
n01742172_8447.JPEG,765.124
n01742172_8697.JPEG,765.013
n01742172_8887.JPEG,777.513
n01742172_9230.JPEG,770.234
n01742172_9446.JPEG,767.603
n01744401_11646.JPEG,768.376
n01744401_12113.JPEG,772.875
n01744401_12140.JPEG,773.278
n01744401_14.JPEG,761.265
n01744401_14224.JPEG,761.840
n01744401_2313.JPEG,765.928
n01744401_2506.JPEG,776.317
n01744401_2653.JPEG,763.538
n01744401_299.JPEG,1096.954
n01744401_3430.JPEG,775.840
n01744401_376.JPEG,792.666
n01744401_3828.JPEG,768.733
n01744401_4078.JPEG,763.039
n01744401_45.JPEG,764.835
n01744401_8186.JPEG,761.491
n01744401_8671.JPEG,768.644
n01774750_10010.JPEG,776.031
n01774750_1103.JPEG,778.980
n01774750_13131.JPEG,779.686
n01774750_19.JPEG,766.058
n01774750_240.JPEG,770.883
n01774750_3343.JPEG,769.313
n01774750_4790.JPEG,765.610
n01774750_4932.JPEG,766.726
n01774750_5319.JPEG,765.132
n01774750_6942.JPEG,763.057
n01774750_7389.JPEG,774.141
n01774750_8622.JPEG,781.716
n01774750_9685.JPEG,783.574
n01796340_16513.JPEG,770.778
n01796340_17899.JPEG,765.921
n01820546_15031.JPEG,760.771
n01820546_16211.JPEG,764.397
n01820546_17794.JPEG,764.861
n01820546_18704.JPEG,767.128
n01820546_3298.JPEG,765.647
n01820546_3782.JPEG,774.499
n01820546_4307.JPEG,780.401
n01820546_439.JPEG,778.066
n01820546_4570.JPEG,766.137
n01820546_6582.JPEG,764.209
n01820546_6916.JPEG,765.709
n01820546_9467.JPEG,769.362
n01871265_1008.JPEG,768.765
n01871265_1132.JPEG,766.276
n01871265_1241.JPEG,768.992
n01871265_12597.JPEG,775.845
n01871265_1375.JPEG,780.952
n01871265_1526.JPEG,779.411
n01871265_1663.JPEG,774.184
n01871265_16945.JPEG,770.796
n01871265_1817.JPEG,767.688
n01871265_1956.JPEG,762.602
n01871265_2096.JPEG,768.191
n01871265_2283.JPEG,769.400
n01871265_246.JPEG,767.137
n01871265_2496.JPEG,785.699
n01871265_2973.JPEG,783.124
n01871265_3192.JPEG,771.224
n01871265_3409.JPEG,771.081
n01871265_3487.JPEG,770.425
n01871265_3737.JPEG,762.536
n01871265_3766.JPEG,760.763
n01871265_4565.JPEG,764.843
n01871265_4987.JPEG,766.507
n01871265_5397.JPEG,764.083
n01871265_6535.JPEG,767.013
n01871265_7041.JPEG,778.472
n01871265_7197.JPEG,766.826
n01871265_7283.JPEG,756.496
n01871265_75.JPEG,766.350
n01871265_8112.JPEG,764.665
n01871265_945.JPEG,766.480
n01871265_9572.JPEG,763.281
n01872401_1120.JPEG,759.598
n01872401_1283.JPEG,764.482
n01872401_13216.JPEG,767.133
n01872401_14607.JPEG,780.079
n01872401_1557.JPEG,780.857
n01872401_16883.JPEG,768.894
n01872401_17066.JPEG,770.886
n01872401_1936.JPEG,762.295
n01872401_2391.JPEG,760.645
n01872401_2591.JPEG,761.814
n01872401_2958.JPEG,765.306
n01872401_30058.JPEG,765.478
n01872401_3150.JPEG,775.552
n01872401_3285.JPEG,773.777
n01872401_3443.JPEG,780.038
n01872401_4868.JPEG,775.541
n01872401_5655.JPEG,765.828
n01872401_7848.JPEG,766.056
n01872401_9683.JPEG,774.061
n01873310_13627.JPEG,763.733
n01873310_13765.JPEG,764.542
n01873310_14420.JPEG,755.935
n01873310_14808.JPEG,762.172
n01873310_15954.JPEG,763.615
n01873310_1619.JPEG,772.085
n01873310_22748.JPEG,790.146
n01873310_3143.JPEG,768.071
n01873310_4811.JPEG,762.021
n01873310_5489.JPEG,767.051
n01877812_1005.JPEG,765.633
n01877812_10071.JPEG,769.228
n01877812_10072.JPEG,768.785
n01877812_10218.JPEG,764.424
n01877812_10911.JPEG,770.572
n01877812_10915.JPEG,773.131
n01877812_10973.JPEG,782.905
n01877812_1099.JPEG,766.682
n01877812_11056.JPEG,764.632
n01877812_1111.JPEG,767.966
n01877812_11177.JPEG,765.022
n01877812_11279.JPEG,772.028
n01877812_11303.JPEG,767.635
n01877812_11325.JPEG,767.356
n01877812_11408.JPEG,769.250
n01877812_11441.JPEG,781.367
n01877812_11468.JPEG,781.586
n01877812_11580.JPEG,767.036
n01877812_11639.JPEG,766.719
n01877812_11660.JPEG,768.334
n01877812_11698.JPEG,763.316
n01877812_11749.JPEG,764.573
n01877812_11766.JPEG,762.906
n01877812_11875.JPEG,761.986
n01877812_11959.JPEG,763.713
n01877812_12076.JPEG,774.358
n01877812_12143.JPEG,775.719
n01877812_1217.JPEG,774.549
