image,latency_ms
n01694178_999.JPEG,1074.416
n01729322_10113.JPEG,1049.431
n01729322_2358.JPEG,1032.878
n01729322_7035.JPEG,1014.349
n01729322_7119.JPEG,1018.103
n01742172_10565.JPEG,1016.442
n01742172_1270.JPEG,1004.280
n01742172_1307.JPEG,1020.501
n01742172_1309.JPEG,1013.341
n01742172_1543.JPEG,1022.905
n01742172_1688.JPEG,1001.308
n01742172_17103.JPEG,1013.343
n01742172_1713.JPEG,1016.747
n01742172_1740.JPEG,1009.862
n01742172_1842.JPEG,1044.025
n01742172_2074.JPEG,1081.651
n01742172_21585.JPEG,1017.952
n01742172_21614.JPEG,1014.694
n01742172_21789.JPEG,1022.054
n01742172_21901.JPEG,1008.341
n01742172_22357.JPEG,1014.322
n01742172_23665.JPEG,1047.106
n01742172_2378.JPEG,1058.166
n01742172_24820.JPEG,1050.472
n01742172_27602.JPEG,1021.111
n01742172_2815.JPEG,1013.719
n01742172_29106.JPEG,1021.053
n01742172_2939.JPEG,1015.724
n01742172_30324.JPEG,1012.295
n01742172_3037.JPEG,1018.831
n01742172_305.JPEG,1015.121
n01742172_3927.JPEG,1022.542
n01742172_3944.JPEG,1012.049
n01742172_4176.JPEG,1017.026
n01742172_4208.JPEG,1010.331
n01742172_4258.JPEG,1020.122
n01742172_4285.JPEG,1009.717
n01742172_4635.JPEG,1018.081
n01742172_4846.JPEG,1020.840
n01742172_4912.JPEG,1376.132
n01742172_5028.JPEG,1023.131
n01742172_5086.JPEG,1018.293
n01742172_5419.JPEG,1014.230
n01742172_5517.JPEG,1022.211
n01742172_6567.JPEG,1016.572
n01742172_6638.JPEG,1024.155
n01742172_6777.JPEG,1016.316
n01742172_7306.JPEG,1019.099
n01742172_760.JPEG,1017.302
n01742172_8412.JPEG,1035.522
n01742172_8447.JPEG,1053.674
n01742172_8697.JPEG,1038.804
n01742172_8887.JPEG,1084.120
n01742172_9230.JPEG,1089.656
n01742172_9446.JPEG,1024.953
n01744401_11646.JPEG,1018.816
n01744401_12113.JPEG,1020.663
n01744401_12140.JPEG,1007.829
n01744401_14.JPEG,1015.696
n01744401_14224.JPEG,1005.568
n01744401_2313.JPEG,1011.795
n01744401_2506.JPEG,1016.441
n01744401_2653.JPEG,1024.875
n01744401_299.JPEG,1626.565
n01744401_3430.JPEG,1013.604
n01744401_376.JPEG,1050.156
n01744401_3828.JPEG,1017.293
n01744401_4078.JPEG,1033.582
n01744401_45.JPEG,1013.597
n01744401_8186.JPEG,1009.601
n01744401_8671.JPEG,1010.496
n01774750_10010.JPEG,1030.860
n01774750_1103.JPEG,1006.990
n01774750_13131.JPEG,1012.137
n01774750_19.JPEG,1015.347
n01774750_240.JPEG,1006.449
n01774750_3343.JPEG,1058.493
n01774750_4790.JPEG,1015.772
n01774750_4932.JPEG,1035.425
n01774750_5319.JPEG,1030.583
n01774750_6942.JPEG,1016.001
n01774750_7389.JPEG,1027.712
n01774750_8622.JPEG,1037.741
n01774750_9685.JPEG,1010.663
n01796340_16513.JPEG,1069.644
n01796340_17899.JPEG,1031.038
n01820546_15031.JPEG,1052.306
n01820546_16211.JPEG,1030.148
n01820546_17794.JPEG,1029.552
n01820546_18704.JPEG,1028.272
n01820546_3298.JPEG,1039.634
n01820546_3782.JPEG,1043.671
n01820546_4307.JPEG,1060.578
n01820546_439.JPEG,1056.158
n01820546_4570.JPEG,1041.162
n01820546_6582.JPEG,1008.257
n01820546_6916.JPEG,1026.904
n01820546_9467.JPEG,1041.236
n01871265_1008.JPEG,1022.439
n01871265_1132.JPEG,1014.394
n01871265_1241.JPEG,1034.355
n01871265_12597.JPEG,1041.088
n01871265_1375.JPEG,1018.108
n01871265_1526.JPEG,1031.365
n01871265_1663.JPEG,1016.385
n01871265_16945.JPEG,1027.986
n01871265_1817.JPEG,1015.820
n01871265_1956.JPEG,1020.832
n01871265_2096.JPEG,1023.236
n01871265_2283.JPEG,1059.873
n01871265_246.JPEG,1019.848
n01871265_2496.JPEG,1062.390
n01871265_2973.JPEG,1036.506
n01871265_3192.JPEG,1025.201
n01871265_3409.JPEG,1029.861
n01871265_3487.JPEG,1030.715
n01871265_3737.JPEG,1037.989
n01871265_3766.JPEG,1014.404
n01871265_4565.JPEG,1029.946
n01871265_4987.JPEG,1005.213
n01871265_5397.JPEG,1014.487
n01871265_6535.JPEG,1008.874
n01871265_7041.JPEG,1016.878
n01871265_7197.JPEG,1012.493
