ts,gpu,cpu1,cpu2,cpu3,cpu4,ram,temp_gpu,temp_cpu,power
1765482584.4576879,0,72,30,31,18,3.644641876220703,69.5,72.5,3.174
1765482584.6587422,0,72,30,31,18,3.644641876220703,69.5,72.5,3.174
1765482584.8598773,0,72,30,31,18,3.644641876220703,69.5,72.5,3.174
1765482585.061569,0,72,30,31,18,3.644641876220703,69.5,72.5,3.174
1765482585.2631602,0,72,30,31,18,3.644641876220703,69.5,72.5,3.174
1765482585.4643166,96,24,21,25,28,3.6187973022460938,49.5,50.0,5.929
1765482585.665466,99,44,37,80,48,3.618377685546875,49.5,50.5,8.266
1765482585.8670397,99,44,37,80,48,3.618377685546875,49.5,50.5,8.266
1765482586.0732794,99,57,45,70,78,3.6200523376464844,49.5,52.0,7.843
1765482586.2753022,99,57,45,70,78,3.6200523376464844,49.5,52.0,7.843
1765482586.4765818,99,57,45,70,78,3.6200523376464844,49.5,52.0,7.843
1765482586.677712,99,74,52,64,48,3.603076934814453,50.0,50.5,7.725
1765482586.878854,99,74,52,64,48,3.603076934814453,50.0,50.5,7.725
1765482587.0797868,99,74,52,64,48,3.603076934814453,50.0,50.5,7.725
1765482587.280988,90,28,26,26,18,3.606830596923828,50.0,50.5,6.629
1765482587.4820924,90,28,26,26,18,3.606830596923828,50.0,50.5,6.629
1765482587.6832504,99,50,38,36,72,3.602764129638672,50.0,51.0,7.923
1765482587.8844144,99,50,38,36,72,3.602764129638672,50.0,51.0,7.923
1765482588.085434,99,50,38,36,72,3.602764129638672,50.0,51.0,7.923
1765482588.2864594,85,14,18,19,22,3.606658935546875,49.5,50.0,5.769
1765482588.4873395,85,14,18,19,22,3.606658935546875,49.5,50.0,5.769
1765482588.6886785,99,26,22,61,14,3.605792999267578,50.0,50.5,7.471
1765482588.889849,99,26,22,61,14,3.605792999267578,50.0,50.5,7.471
1765482589.0909915,99,26,22,61,14,3.605792999267578,50.0,50.5,7.471
1765482589.2920864,99,16,21,19,20,3.6077537536621094,49.5,50.5,6.049
1765482589.4934423,99,16,21,19,20,3.6077537536621094,49.5,50.5,6.049
1765482589.6944194,99,30,30,33,62,3.608753204345703,50.5,50.5,6.886
1765482589.8955424,99,30,30,33,62,3.608753204345703,50.5,50.5,6.886
1765482590.0965526,99,30,30,33,62,3.608753204345703,50.5,50.5,6.886
1765482590.2980053,16,16,21,18,15,3.609111785888672,49.5,51.5,6.049
1765482590.4988825,16,16,21,18,15,3.609111785888672,49.5,51.5,6.049
1765482590.700114,99,30,32,39,30,3.60186767578125,50.0,50.0,6.738
1765482590.9012783,99,30,32,39,30,3.60186767578125,50.0,50.0,6.738
1765482591.1023686,99,30,32,39,30,3.60186767578125,50.0,50.0,6.738
1765482591.3035393,99,25,29,36,17,3.60205078125,50.0,50.5,6.846
1765482591.5050635,99,25,29,36,17,3.60205078125,50.0,50.5,6.846
1765482591.7061312,99,31,30,30,60,3.6017189025878906,50.5,51.0,8.555
1765482591.907101,99,31,30,30,60,3.6017189025878906,50.5,51.0,8.555
1765482592.108541,99,31,30,30,60,3.6017189025878906,50.5,51.0,8.555
1765482592.3121421,99,39,36,31,41,3.6019058227539062,50.0,52.0,7.764
1765482592.5134747,99,39,36,31,41,3.6019058227539062,50.0,52.0,7.764
1765482592.7145364,99,51,46,48,48,3.6019439697265625,50.5,50.5,7.618
1765482592.9157465,99,51,46,48,48,3.6019439697265625,50.5,50.5,7.618
1765482593.1167598,99,51,46,48,48,3.6019439697265625,50.5,50.5,7.618
1765482593.317928,99,38,50,62,41,3.6020774841308594,50.0,52.0,7.685
1765482593.519027,99,38,50,62,41,3.6020774841308594,50.0,52.0,7.685
1765482593.7200754,99,26,24,42,24,3.6032791137695312,50.5,51.0,7.883
1765482593.9210138,99,26,24,42,24,3.6032791137695312,50.5,51.0,7.883
1765482594.1222875,99,26,24,42,24,3.6032791137695312,50.5,51.0,7.883
1765482594.3236475,99,20,25,18,34,3.602123260498047,50.5,50.5,7.392
1765482594.524455,99,20,25,18,34,3.602123260498047,50.5,50.5,7.392
1765482594.7258112,99,20,25,18,34,3.602123260498047,50.5,50.5,7.392
1765482594.9268026,99,28,22,20,30,3.6021041870117188,50.5,51.0,7.074
1765482595.1280365,99,28,22,20,30,3.6021041870117188,50.5,51.0,7.074
1765482595.3290522,99,31,31,47,34,3.601886749267578,50.5,51.0,7.697
1765482595.5301063,99,31,31,47,34,3.601886749267578,50.5,51.0,7.697
1765482595.7311268,99,31,31,47,34,3.601886749267578,50.5,51.0,7.697
1765482595.9321647,99,53,21,36,23,3.6034698486328125,50.5,51.5,8.712
1765482596.1334457,99,53,21,36,23,3.6034698486328125,50.5,51.5,8.712
1765482596.3344758,99,48,33,37,60,3.601154327392578,50.5,51.0,7.312
1765482596.5355082,99,48,33,37,60,3.601154327392578,50.5,51.0,7.312
1765482596.7365875,99,48,33,37,60,3.601154327392578,50.5,51.0,7.312
1765482596.9375448,99,17,26,25,23,3.6024398803710938,51.0,51.0,6.926
1765482597.1386454,99,17,26,25,23,3.6024398803710938,51.0,51.0,6.926
1765482597.3398468,99,30,44,42,28,3.6015052795410156,51.0,51.5,8.147
1765482597.5411632,99,30,44,42,28,3.6015052795410156,51.0,51.5,8.147
1765482597.7422798,99,30,44,42,28,3.6015052795410156,51.0,51.5,8.147
1765482597.9433007,99,10,13,12,18,3.6022300720214844,50.5,50.5,7.046
1765482598.1444635,99,10,13,12,18,3.6022300720214844,50.5,50.5,7.046
1765482598.3455296,98,29,29,20,66,3.6019134521484375,50.5,51.0,7.578
1765482598.546707,98,29,29,20,66,3.6019134521484375,50.5,51.0,7.578
1765482598.7480297,98,29,29,20,66,3.6019134521484375,50.5,51.0,7.578
1765482598.949194,99,22,14,25,10,3.6014976501464844,50.5,51.0,7.539
1765482599.1503377,99,22,14,25,10,3.6014976501464844,50.5,51.0,7.539
1765482599.3512428,99,25,65,23,28,3.6027183532714844,50.5,51.5,8.147
1765482599.5524035,99,25,65,23,28,3.6027183532714844,50.5,51.5,8.147
1765482599.7534695,99,25,65,23,28,3.6027183532714844,50.5,51.5,8.147
1765482599.9545898,99,10,4,15,10,3.602031707763672,51.0,50.5,6.857
1765482600.1555853,99,10,4,15,10,3.602031707763672,51.0,50.5,6.857
1765482600.3564963,99,44,50,44,37,3.602069854736328,51.0,51.5,7.923
1765482600.5581381,99,44,50,44,37,3.602069854736328,51.0,51.5,7.923
1765482600.7593646,99,44,50,44,37,3.602069854736328,51.0,51.5,7.923
1765482600.9604597,99,12,18,16,15,3.6034469604492188,50.5,51.0,6.818
1765482601.161661,99,12,18,16,15,3.6034469604492188,50.5,51.0,6.818
1765482601.362896,99,60,31,36,29,3.604228973388672,51.0,51.5,8.147
1765482601.5641491,99,60,31,36,29,3.604228973388672,51.0,51.5,8.147
1765482601.7653654,99,60,31,36,29,3.604228973388672,51.0,51.5,8.147
1765482601.966388,98,35,30,30,37,3.6015052795410156,50.5,51.0,6.966
1765482602.1683793,98,35,30,30,37,3.6015052795410156,50.5,51.0,6.966
1765482602.3695865,99,49,64,46,44,3.602458953857422,51.0,51.5,7.233
1765482602.5706303,99,49,64,46,44,3.602458953857422,51.0,51.5,7.233
1765482602.7717059,99,49,64,46,44,3.602458953857422,51.0,51.5,7.233
1765482602.972952,99,28,32,28,32,3.6030960083007812,51.0,52.0,7.843
1765482603.174013,99,28,32,28,32,3.6030960083007812,51.0,52.0,7.843
1765482603.375038,99,31,30,64,24,3.6030197143554688,51.0,51.5,7.125
1765482603.5762398,99,31,30,64,24,3.6030197143554688,51.0,51.5,7.125
1765482603.777301,99,31,30,64,24,3.6030197143554688,51.0,51.5,7.125
1765482603.9783938,99,25,22,18,18,3.603290557861328,51.0,51.0,6.469
1765482604.180033,99,25,22,18,18,3.603290557861328,51.0,51.0,6.469
1765482604.3809693,99,36,45,31,55,3.6029624938964844,51.0,51.5,7.006
1765482604.5819778,99,36,45,31,55,3.6029624938964844,51.0,51.5,7.006
1765482604.782999,99,36,45,31,55,3.6029624938964844,51.0,51.5,7.006
1765482604.9842732,94,20,22,15,23,3.6001319885253906,51.0,52.0,6.937
1765482605.1855204,94,20,22,15,23,3.6001319885253906,51.0,52.0,6.937
1765482605.3865788,94,20,22,15,23,3.6001319885253906,51.0,52.0,6.937
1765482605.5876696,99,20,22,32,53,3.5996131896972656,51.0,51.5,6.738
1765482605.7888155,99,20,22,32,53,3.5996131896972656,51.0,51.5,6.738
1765482605.9906116,99,14,21,13,17,3.6001663208007812,50.5,51.0,4.911
1765482606.1916382,99,14,21,13,17,3.6001663208007812,50.5,51.0,4.911
1765482606.3925476,99,14,21,13,17,3.6001663208007812,50.5,51.0,4.911
1765482606.59385,99,70,30,25,41,3.600109100341797,51.5,51.5,7.352
1765482606.7951334,99,70,30,25,41,3.600109100341797,51.5,51.5,7.352
1765482606.99654,90,8,12,14,9,3.6005096435546875,50.5,52.5,6.04
1765482607.1974883,90,8,12,14,9,3.6005096435546875,50.5,52.5,6.04
1765482607.3984797,90,8,12,14,9,3.6005096435546875,50.5,52.5,6.04
1765482607.599452,99,28,26,28,54,3.5999908447265625,51.0,51.5,6.818
1765482607.800514,99,28,26,28,54,3.5999908447265625,51.0,51.5,6.818
1765482608.00167,67,23,21,14,26,3.6004714965820312,51.0,51.5,5.537
1765482608.202768,67,23,21,14,26,3.6004714965820312,51.0,51.5,5.537
1765482608.4037225,67,23,21,14,26,3.6004714965820312,51.0,51.5,5.537
1765482608.6048884,99,27,60,28,20,3.6002235412597656,51.5,52.0,7.392
1765482608.8058586,99,27,60,28,20,3.6002235412597656,51.5,52.0,7.392
1765482609.0070472,85,17,17,14,13,3.600696563720703,50.5,52.5,5.738
1765482609.208166,85,17,17,14,13,3.600696563720703,50.5,52.5,5.738
1765482609.4092705,85,17,17,14,13,3.600696563720703,50.5,52.5,5.738
1765482609.6102774,99,36,31,28,41,3.6011619567871094,51.0,51.5,6.966
1765482609.811515,99,36,31,28,41,3.6011619567871094,51.0,51.5,6.966
1765482610.0127895,99,22,31,18,24,3.6009521484375,51.0,52.5,7.046
1765482610.213751,99,22,31,18,24,3.6009521484375,51.0,52.5,7.046
1765482610.41478,99,22,31,18,24,3.6009521484375,51.0,52.5,7.046
1765482610.6160471,99,22,16,46,15,3.6019630432128906,51.5,52.5,7.777
1765482610.817058,99,22,16,46,15,3.6019630432128906,51.5,52.5,7.777
1765482611.0182052,99,24,29,16,27,3.6011810302734375,51.5,53.0,7.352
1765482611.2191393,99,24,29,16,27,3.6011810302734375,51.5,53.0,7.352
1765482611.4202857,99,24,29,16,27,3.6011810302734375,51.5,53.0,7.352
1765482611.621462,99,36,28,20,16,3.6018295288085938,51.5,52.0,7.352
1765482611.8228486,99,36,28,20,16,3.6018295288085938,51.5,52.0,7.352
1765482612.0238483,99,43,27,38,32,3.6049957275390625,51.5,52.5,7.883
1765482612.2248213,99,43,27,38,32,3.6049957275390625,51.5,52.5,7.883
1765482612.4257514,99,43,27,38,32,3.6049957275390625,51.5,52.5,7.883
1765482612.6271846,99,35,29,48,42,3.6065940856933594,51.5,52.0,8.345
1765482612.8285367,99,35,29,48,42,3.6065940856933594,51.5,52.0,8.345
1765482613.029632,99,57,54,62,50,3.6065292358398438,51.5,53.0,7.989
1765482613.2305803,99,57,54,62,50,3.6065292358398438,51.5,53.0,7.989
1765482613.4318302,99,57,54,62,50,3.6065292358398438,51.5,53.0,7.989
1765482613.6330616,99,34,30,29,47,3.6037025451660156,51.5,52.5,8.081
1765482613.8342297,99,34,30,29,47,3.6037025451660156,51.5,52.5,8.081
1765482614.0580163,99,32,33,24,40,3.6051597595214844,51.5,52.5,7.764
